SKG_OrganizationID;SKG_ProductionID;schema:legalName;schema:streetAddress;schema:postalCode;schema:addressLocality;schema:addressCountry;schema:sameAs
SKGPID1O1;SKGPID1;Schauspielhaus Zürich;Rämistrasse 34;8006;Zürich;CH;Q40313234
